Change_log	Original_gene_name	Original_transcript_ID	Original_transcript_name	Original_protein_accession	OGSv0_ID	MCOTv1.1	Dmel		
no change - only ID and name update	103506665	XM_008471058.1	XM_008471058.1	XP_008469280.1	Dcitr14589.1	MCOT22428.0.CT	
replaced by Apollo model: simple replacement	103506664	XM_008471057.1	XM_008471057.1	XP_008469279.1	Dcitr19194.1	MCOT20516.1.CC	
no change - only ID and name update	103506645	XM_008471040.1	XM_008471040.1	XP_008469262.1	Dcitr14611.1	MCOT20988.0.CC	
no change - only ID and name update	103506657	XM_008471053.1	XM_008471053.1	XP_008469275.1	Dcitr14610.1	MCOT13878.0.CO	
no change - only ID and name update	103506656	XM_008471051.1	XM_008471051.1	XP_008469273.1	Dcitr14609.1		
no change - only ID and name update	103506655	XM_008471050.1	XM_008471050.1	XP_008469272.1	Dcitr14608.1	MCOT23352.3.CC	
no change - only ID and name update	103506654	XM_008471049.1	XM_008471049.1	XP_008469271.1	Dcitr14607.1	MCOT23352.1.CT	
no change - only ID and name update	103506652	XM_008471048.1	XM_008471048.1	XP_008469270.1	Dcitr14606.1	MCOT04744.0.CC	
no change - only ID and name update	103506642	XM_008471038.1	XM_008471038.1	XP_008469260.1	Dcitr14605.2	MCOT10511.0.MM	
no change - only ID and name update	103506642	XM_008471037.1	XM_008471037.1	XP_008469259.1	Dcitr14605.1	MCOT10511.0.MM	
no change - only ID and name update	103506651	XM_008471047.1	XM_008471047.1	XP_008469269.1	Dcitr14604.1	MCOT03033.2.CO	FBpp0080789
no change - only ID and name update	103506644	XM_008471039.1	XM_008471039.1	XP_008469261.1	Dcitr14603.1	MCOT03033.1.CT	
no change - only ID and name update	103506650	XM_008471046.1	XM_008471046.1	XP_008469268.1	Dcitr14602.1	MCOT02394.0.CT	
no change - only ID and name update	103506641	XM_008471036.1	XM_008471036.1	XP_008469258.1	Dcitr14601.1	MCOT02394.0.CT	
no change - only ID and name update	103506640	XM_008471035.1	XM_008471035.1	XP_008469257.1	Dcitr14600.1		
no change - only ID and name update	103506649	XM_008471045.1	XM_008471045.1	XP_008469267.1	Dcitr14599.1	MCOT05546.3.CC	
no change - only ID and name update	103506648	XM_008471044.1	XM_008471044.1	XP_008469266.1	Dcitr14598.1		
no change - only ID and name update	103506647	XM_008471043.1	XM_008471043.1	XP_008469265.1	Dcitr14597.1	MCOT08267.0.MM	
no change - only ID and name update	103506646	XM_008471042.1	XM_008471042.1	XP_008469264.1	Dcitr14596.1	MCOT13705.0.CO	
no change - only ID and name update	103506638	XM_008471034.1	XM_008471034.1	XP_008469256.1	Dcitr14633.1		
no change - only ID and name update	103506637	XM_008471033.1	XM_008471033.1	XP_008469255.1	Dcitr14632.1		
no change - only ID and name update	103506636	XM_008471031.1	XM_008471031.1	XP_008469253.1	Dcitr14631.1	MCOT14388.1.CC	
no change - only ID and name update	103506635	XM_008471030.1	XM_008471030.1	XP_008469252.1	Dcitr14630.1	MCOT17673.0.CT	
no change - only ID and name update	103506634	XM_008471029.1	XM_008471029.1	XP_008469251.1	Dcitr14629.1		
no change - only ID and name update	103506632	XM_008471028.1	XM_008471028.1	XP_008469250.1	Dcitr14628.1		
no change - only ID and name update	103506631	XM_008471027.1	XM_008471027.1	XP_008469249.1	Dcitr14627.1	MCOT02422.0.CO	FBpp0292371
no change - only ID and name update	103506630	XM_008471026.1	XM_008471026.1	XP_008469248.1	Dcitr14626.1	MCOT17398.1.CC	FBpp0297504
no change - only ID and name update	103506618	XM_008471014.1	XM_008471014.1	XP_008469236.1	Dcitr14625.1	MCOT19635.0.CT	FBpp0072638
no change - only ID and name update	103506629	XM_008471025.1	XM_008471025.1	XP_008469247.1	Dcitr14624.1		FBpp0303990
no change - only ID and name update	103506628	XM_008471024.1	XM_008471024.1	XP_008469246.1	Dcitr14623.1	MCOT13345.1.CC	
replaced by Apollo model: simple replacement	103506616	XM_008471012.1	XM_008471012.1	XP_008469234.1	Dcitr19196.1	MCOT03189.0.CO	
no change - only ID and name update	103506627	XM_008471023.1	XM_008471023.1	XP_008469245.1	Dcitr14622.1		
no change - only ID and name update	103506626	XM_008471022.1	XM_008471022.1	XP_008469244.1	Dcitr14621.1	MCOT19921.0.CT	
no change - only ID and name update	103506625	XM_008471020.1	XM_008471020.1	XP_008469242.1	Dcitr14620.1	MCOT00720.0.CC	
no change - only ID and name update	103506617	XM_008471013.1	XM_008471013.1	XP_008469235.1	Dcitr14619.1	MCOT14023.0.CC	
no change - only ID and name update	103506624	XM_008471019.1	XM_008471019.1	XP_008469241.1	Dcitr14618.1	MCOT14023.0.CC	
no change - only ID and name update	103506623	XM_008471018.1	XM_008471018.1	XP_008469240.1	Dcitr14617.1		
no change - only ID and name update	103506621	XM_008471017.1	XM_008471017.1	XP_008469239.1	Dcitr14616.1		
no change - only ID and name update	103506620	XM_008471016.1	XM_008471016.1	XP_008469238.1	Dcitr14615.1		FBpp0290193
no change - only ID and name update	103506615	XM_008471011.1	XM_008471011.1	XP_008469233.1	Dcitr14614.1	MCOT12715.0.CT	FBpp0072601
no change - only ID and name update	103506614	XM_008471009.1	XM_008471009.1	XP_008469231.1	Dcitr14613.1	MCOT12715.0.CT	
no change - only ID and name update	103506619	XM_008471015.1	XM_008471015.1	XP_008469237.1	Dcitr14612.1		
no change - only ID and name update	103506612	XM_008471008.1	XM_008471008.1	XP_008469230.1	Dcitr14641.1	MCOT20387.0.CT	FBpp0077578
no change - only ID and name update	103506611	XM_008471007.1	XM_008471007.1	XP_008469229.1	Dcitr14640.1	MCOT03481.0.CT	
no change - only ID and name update	103506604	XM_008470999.1	XM_008470999.1	XP_008469221.1	Dcitr14639.1	MCOT21927.0.CC	
no change - only ID and name update	103506605	XM_008471000.1	XM_008471000.1	XP_008469222.1	Dcitr14638.1	MCOT01044.0.CT	
no change - only ID and name update	103506610	XM_008471006.1	XM_008471006.1	XP_008469228.1	Dcitr14637.1	MCOT03679.0.CT	FBpp0111852
no change - only ID and name update	103506609	XM_008471005.1	XM_008471005.1	XP_008469227.1	Dcitr14636.1	MCOT21335.0.CC	FBpp0308472
no change - only ID and name update	103506608	XM_008471004.1	XM_008471004.1	XP_008469226.1	Dcitr14635.1	MCOT10968.0.MT	
no change - only ID and name update	103506606	XM_008471001.1	XM_008471001.1	XP_008469223.1	Dcitr14634.1	MCOT15228.0.CO	
no change - only ID and name update	103506594	XM_008470991.1	XM_008470991.1	XP_008469213.1	Dcitr14655.1	MCOT02123.0.CT	
no change - only ID and name update	103506593	XM_008470990.1	XM_008470990.1	XP_008469212.1	Dcitr14654.1	MCOT04148.0.CC	FBpp0309678
no change - only ID and name update	103506591	XM_008470987.1	XM_008470987.1	XP_008469209.1	Dcitr14653.2	MCOT21977.1.CC	
no change - only ID and name update	103506591	XM_008470989.1	XM_008470989.1	XP_008469211.1	Dcitr14653.1	MCOT21977.2.CC	
no change - only ID and name update	103506589	XM_008470983.1	XM_008470983.1	XP_008469205.1	Dcitr14652.1	MCOT20436.0.CC	FBpp0291521
no change - only ID and name update	103506590	XM_008470986.1	XM_008470986.1	XP_008469208.1	Dcitr14651.3	MCOT20047.0.CO	FBpp0081582
no change - only ID and name update	103506590	XM_008470984.1	XM_008470984.1	XP_008469206.1	Dcitr14651.2	MCOT20047.0.CO	
no change - only ID and name update	103506590	XM_008470985.1	XM_008470985.1	XP_008469207.1	Dcitr14651.1	MCOT20047.0.CO	
no change - only ID and name update	103506600	XM_008470998.1	XM_008470998.1	XP_008469220.1	Dcitr14650.1	MCOT11988.0.MO	
no change - only ID and name update	103506599	XM_008470997.1	XM_008470997.1	XP_008469219.1	Dcitr14649.1	MCOT11988.0.MO	
no change - only ID and name update	103506588	XM_008470982.1	XM_008470982.1	XP_008469204.1	Dcitr14648.1	MCOT08306.0.MM	
no change - only ID and name update	103506598	XM_008470996.1	XM_008470996.1	XP_008469218.1	Dcitr14647.1	MCOT15545.0.CT	FBpp0071226
no change - only ID and name update	103506587	XM_008470981.1	XM_008470981.1	XP_008469203.1	Dcitr14646.1	MCOT20488.0.CT	
no change - only ID and name update	103506597	XM_008470995.1	XM_008470995.1	XP_008469217.1	Dcitr14645.1	MCOT20488.0.CT	
no change - only ID and name update	103506586	XM_008470980.1	XM_008470980.1	XP_008469202.1	Dcitr14644.1	MCOT18919.1.CC	
no change - only ID and name update	103506596	XM_008470994.1	XM_008470994.1	XP_008469216.1	Dcitr14643.1	MCOT16342.0.CC	
no change - only ID and name update	103506595	XM_008470993.1	XM_008470993.1	XP_008469215.1	Dcitr14642.1	MCOT15334.0.CC	
no change - only ID and name update	103506585	XM_008470978.1	XM_008470978.1	XP_008469200.1	Dcitr14666.1		
replaced by Apollo model: simple replacement	103506584	XM_008470977.1	XM_008470977.1	XP_008469199.1	Dcitr19198.1	MCOT02772.0.CT	FBpp0292990
no change - only ID and name update	103506583	XM_008470976.1	XM_008470976.1	XP_008469198.1	Dcitr14665.1		
no change - only ID and name update	103506573	XM_008470968.1	XM_008470968.1	XP_008469190.1	Dcitr14664.1	MCOT04072.0.CC	FBpp0083658
no change - only ID and name update	103506578	XM_008470974.1	XM_008470974.1	XP_008469196.1	Dcitr14662.1		
no change - only ID and name update	103506571	XM_008470967.1	XM_008470967.1	XP_008469189.1	Dcitr14661.2	MCOT21881.0.CO	
no change - only ID and name update	103506571	XM_008470966.1	XM_008470966.1	XP_008469188.1	Dcitr14661.1	MCOT21881.0.CO	
no change - only ID and name update	103506577	XM_008470973.1	XM_008470973.1	XP_008469195.1	Dcitr14660.1		
no change - only ID and name update	103506570	XM_008470965.1	XM_008470965.1	XP_008469187.1	Dcitr14659.1	MCOT14917.0.CC	FBpp0071846
no change - only ID and name update	103506576	XM_008470972.1	XM_008470972.1	XP_008469194.1	Dcitr14658.1	MCOT18826.2.CT	
no change - only ID and name update	103506575	XM_008470971.1	XM_008470971.1	XP_008469193.1	Dcitr14657.1		FBpp0083687
no change - only ID and name update	103506574	XM_008470969.1	XM_008470969.1	XP_008469191.1	Dcitr14656.1	MCOT18498.2.CO	
no change - only ID and name update	103506569	XM_008470964.1	XM_008470964.1	XP_008469186.1	Dcitr14669.1	MCOT01981.0.CO	FBpp0075297
no change - only ID and name update	103506568	XM_008470963.1	XM_008470963.1	XP_008469185.1	Dcitr14668.1		
no change - only ID and name update	103506567	XM_008470962.1	XM_008470962.1	XP_008469184.1	Dcitr14667.1	MCOT07360.0.MM	
replaced by Apollo model: simple replacement	103506566	XM_008470961.1	XM_008470961.1	XP_008469183.1	Dcitr19201.1	MCOT20689.2.CC	
replaced by Apollo model: simple replacement	103506565	XM_008470960.1	XM_008470960.1	XP_008469182.1	Dcitr19200.1	MCOT16844.0.CT	
no change - only ID and name update	103506564	XM_008470959.1	XM_008470959.1	XP_008469181.1	Dcitr14685.1	MCOT20230.2.CO	
no change - only ID and name update	103506563	XM_008470958.1	XM_008470958.1	XP_008469180.1	Dcitr14684.1	MCOT20230.2.CO	
no change - only ID and name update	103506550	XM_008470946.1	XM_008470946.1	XP_008469168.1	Dcitr14682.1	MCOT17057.0.CC	FBpp0075918
no change - only ID and name update	103506548	XM_008470945.1	XM_008470945.1	XP_008469167.1	Dcitr14681.1	MCOT18075.0.CC	FBpp0081380
no change - only ID and name update	103506561	XM_008470956.1	XM_008470956.1	XP_008469178.1	Dcitr14680.1	MCOT05626.4.CC	
no change - only ID and name update	103506559	XM_008470955.1	XM_008470955.1	XP_008469177.1	Dcitr14679.1	MCOT11499.0.MM	
no change - only ID and name update	103506558	XM_008470954.1	XM_008470954.1	XP_008469176.1	Dcitr14678.1	MCOT07567.0.MM	FBpp0112384
replaced by Apollo model: simple replacement	103506557	XM_008470953.1	XM_008470953.1	XP_008469175.1	Dcitr19199.2	MCOT16677.0.CC	
replaced by Apollo model: simple replacement	103506557	XM_008470953.1	XM_008470953.1	XP_008469175.1	Dcitr19199.1	MCOT16677.0.CC	FBpp0312220
no change - only ID and name update	103506545	XM_008470938.1	XM_008470938.1	XP_008469160.1	Dcitr14677.1	MCOT19514.0.CC	
no change - only ID and name update	103506546	XM_008470940.1	XM_008470940.1	XP_008469162.1	Dcitr14676.2	MCOT19514.0.CC	
no change - only ID and name update	103506546	XM_008470939.1	XM_008470939.1	XP_008469161.1	Dcitr14676.1	MCOT19514.0.CC	
no change - only ID and name update	103506547	XM_008470943.1	XM_008470943.1	XP_008469165.1	Dcitr14675.3	MCOT05099.2.CC	
no change - only ID and name update	103506547	XM_008470942.1	XM_008470942.1	XP_008469164.1	Dcitr14675.1	MCOT05099.2.CC	
no change - only ID and name update	103506547	XM_008470944.1	XM_008470944.1	XP_008469166.1	Dcitr14675.2		FBpp0306576
no change - only ID and name update	103506555	XM_008470950.1	XM_008470950.1	XP_008469172.1	Dcitr14674.1	MCOT03082.0.CT	
no change - only ID and name update	103506556	XM_008470952.1	XM_008470952.1	XP_008469174.1	Dcitr14673.1	MCOT05099.1.CO	
no change - only ID and name update	103506554	XM_008470949.1	XM_008470949.1	XP_008469171.1	Dcitr14672.1	MCOT12106.0.CC	FBpp0303216
no change - only ID and name update	103506553	XM_008470948.1	XM_008470948.1	XP_008469170.1	Dcitr14671.1		
no change - only ID and name update	103506551	XM_008470947.1	XM_008470947.1	XP_008469169.1	Dcitr14670.1	MCOT02587.2.CO	FBpp0082212
no change - only ID and name update	103506542	XM_008470936.1	XM_008470936.1	XP_008469158.1	Dcitr14695.1	MCOT14249.1.CC	
no change - only ID and name update	103506536	XM_008470925.1	XM_008470925.1	XP_008469147.1	Dcitr14694.1	MCOT15874.0.CC	FBpp0304757
no change - only ID and name update	103506537	XM_008470927.1	XM_008470927.1	XP_008469149.1	Dcitr14693.5	MCOT01308.1.CC	
no change - only ID and name update	103506537	XM_008470926.1	XM_008470926.1	XP_008469148.1	Dcitr14693.4	MCOT01308.1.CC	
no change - only ID and name update	103506537	XM_008470928.1	XM_008470928.1	XP_008469150.1	Dcitr14693.3	MCOT04758.1.CT	
no change - only ID and name update	103506537	XM_008470930.1	XM_008470930.1	XP_008469152.1	Dcitr14693.2	MCOT01308.1.CC	
no change - only ID and name update	103506537	XM_008470931.1	XM_008470931.1	XP_008469153.1	Dcitr14693.1	MCOT01308.2.CC	
no change - only ID and name update	103506543	XM_008470937.1	XM_008470937.1	XP_008469159.1	Dcitr14692.1	MCOT12615.3.CC	FBpp0086373
no change - only ID and name update	103506538	XM_008470932.1	XM_008470932.1	XP_008469154.1	Dcitr14691.1		
no change - only ID and name update	103506534	XM_008470924.1	XM_008470924.1	XP_008469146.1	Dcitr14690.1	MCOT23141.0.CT	
no change - only ID and name update	103506541	XM_008470935.1	XM_008470935.1	XP_008469157.1	Dcitr14689.1	MCOT12347.0.CO	FBpp0074741
no change - only ID and name update	103506533	XM_008470923.1	XM_008470923.1	XP_008469145.1	Dcitr14688.1	MCOT18745.0.CO	
replaced by Apollo model: simple replacement	103506532	XM_008470922.1	XM_008470922.1	XP_008469144.1	Dcitr19202.1	MCOT14761.0.CC	FBpp0078268
no change - only ID and name update	103506540	XM_008470934.1	XM_008470934.1	XP_008469156.1	Dcitr14687.1	MCOT16273.0.CO	
no change - only ID and name update	103506539	XM_008470933.1	XM_008470933.1	XP_008469155.1	Dcitr14686.1	MCOT06241.0.CO	
no change - only ID and name update	103506531	XM_008470921.1	XM_008470921.1	XP_008469143.1	Dcitr14697.1		
no change - only ID and name update	103506530	XM_008470920.1	XM_008470920.1	XP_008469142.1	Dcitr14696.1	MCOT02943.1.CT	
no change - only ID and name update	103506529	XM_008470918.1	XM_008470918.1	XP_008469140.1	Dcitr14698.1	MCOT04372.0.CC	
no change - only ID and name update	103506527	XM_008470917.1	XM_008470917.1	XP_008469139.1	Dcitr14704.1	MCOT13541.0.CC	
no change - only ID and name update	103506524	XM_008470914.1	XM_008470914.1	XP_008469136.1	Dcitr14703.1	MCOT13974.2.CC	
no change - only ID and name update	103506523	XM_008470913.1	XM_008470913.1	XP_008469135.1	Dcitr14702.1	MCOT16264.0.CO	
no change - only ID and name update	103506522	XM_008470911.1	XM_008470911.1	XP_008469133.1	Dcitr14701.2	MCOT16264.0.CO	
no change - only ID and name update	103506522	XM_008470910.1	XM_008470910.1	XP_008469132.1	Dcitr14701.1	MCOT16264.0.CO	
no change - only ID and name update	103506526	XM_008470916.1	XM_008470916.1	XP_008469138.1	Dcitr14700.1		
no change - only ID and name update	103506525	XM_008470915.1	XM_008470915.1	XP_008469137.1	Dcitr14699.1	MCOT04993.0.CC	
no change - only ID and name update	103506520	XM_008470909.1	XM_008470909.1	XP_008469131.1	Dcitr14722.1	MCOT21878.0.CT	
no change - only ID and name update	103506506	XM_008470895.1	XM_008470895.1	XP_008469117.1	Dcitr14721.1	MCOT00596.0.CT	
no change - only ID and name update	103506519	XM_008470908.1	XM_008470908.1	XP_008469130.1	Dcitr14720.1		
no change - only ID and name update	103506518	XM_008470907.1	XM_008470907.1	XP_008469129.1	Dcitr14719.1	MCOT05920.0.CT	
no change - only ID and name update	103506517	XM_008470906.1	XM_008470906.1	XP_008469128.1	Dcitr14718.1		
no change - only ID and name update	103506516	XM_008470905.1	XM_008470905.1	XP_008469127.1	Dcitr14717.1		
no change - only ID and name update	103506515	XM_008470904.1	XM_008470904.1	XP_008469126.1	Dcitr14716.1	MCOT21839.0.CO	
no change - only ID and name update	103506505	XM_008470894.1	XM_008470894.1	XP_008469116.1	Dcitr14715.1	MCOT04528.0.CO	FBpp0072428
no change - only ID and name update	103506514	XM_008470902.1	XM_008470902.1	XP_008469124.1	Dcitr14714.1	MCOT19679.0.CT	
no change - only ID and name update	103506513	XM_008470901.1	XM_008470901.1	XP_008469123.1	Dcitr14713.1		
no change - only ID and name update	103506504	XM_008470892.1	XM_008470892.1	XP_008469114.1	Dcitr14712.1	MCOT16716.1.CC	
no change - only ID and name update	103506512	XM_008470900.1	XM_008470900.1	XP_008469122.1	Dcitr14711.1		
no change - only ID and name update	103506510	XM_008470899.1	XM_008470899.1	XP_008469121.1	Dcitr14710.1	MCOT12383.0.CO	
no change - only ID and name update	103506509	XM_008470898.1	XM_008470898.1	XP_008469120.1	Dcitr14709.1		
no change - only ID and name update	103506503	XM_008470891.1	XM_008470891.1	XP_008469113.1	Dcitr14708.1		FBpp0086852
no change - only ID and name update	103506508	XM_008470897.1	XM_008470897.1	XP_008469119.1	Dcitr14707.1		FBpp0289771
no change - only ID and name update	103506507	XM_008470896.1	XM_008470896.1	XP_008469118.1	Dcitr14706.1	MCOT23366.0.CT	
no change - only ID and name update	103506502	XM_008470890.1	XM_008470890.1	XP_008469112.1	Dcitr14705.1	MCOT04411.1.CT	FBpp0305354
replaced by Apollo model: simple replacement	103506500	XM_008470888.1	XM_008470888.1	XP_008469110.1	Dcitr19203.1	MCOT00419.0.CC	FBpp0083717
no change - only ID and name update	103506499	XM_008470887.1	XM_008470887.1	XP_008469109.1	Dcitr14727.1		
no change - only ID and name update	103506498	XM_008470886.1	XM_008470886.1	XP_008469108.1	Dcitr14726.1	MCOT08509.0.MM	
no change - only ID and name update	103506495	XM_008470883.1	XM_008470883.1	XP_008469105.1	Dcitr14725.1	MCOT23147.0.CC	FBpp0111711
no change - only ID and name update	103506497	XM_008470885.1	XM_008470885.1	XP_008469107.1	Dcitr14724.1	MCOT17238.0.CT	
no change - only ID and name update	103506496	XM_008470884.1	XM_008470884.1	XP_008469106.1	Dcitr14723.1	MCOT03012.1.CC	
no change - only ID and name update	103506485	XM_008470873.1	XM_008470873.1	XP_008469095.1	Dcitr14739.1	MCOT16922.0.CT	FBpp0305318
no change - only ID and name update	103506494	XM_008470882.1	XM_008470882.1	XP_008469104.1	Dcitr14738.1	MCOT15968.2.CC	FBpp0113067
no change - only ID and name update	103506493	XM_008470880.1	XM_008470880.1	XP_008469102.1	Dcitr14737.1	MCOT15968.2.CC	
no change - only ID and name update	103506492	XM_008470879.1	XM_008470879.1	XP_008469101.1	Dcitr14736.1	MCOT00001.0.CO	
no change - only ID and name update	103506491	XM_008470878.1	XM_008470878.1	XP_008469100.1	Dcitr14735.1		
no change - only ID and name update	103506489	XM_008470877.1	XM_008470877.1	XP_008469099.1	Dcitr14734.1	MCOT21557.0.CO	FBpp0390648
no change - only ID and name update	103506488	XM_008470876.1	XM_008470876.1	XP_008469098.1	Dcitr14733.1	MCOT21557.0.CO	
no change - only ID and name update	103506487	XM_008470875.1	XM_008470875.1	XP_008469097.1	Dcitr14732.1	MCOT13536.0.CO	FBpp0110406
no change - only ID and name update	103506483	XM_008470871.1	XM_008470871.1	XP_008469093.1	Dcitr14731.1		
no change - only ID and name update	103506484	XM_008470872.1	XM_008470872.1	XP_008469094.1	Dcitr14730.1	MCOT02648.0.CC	FBpp0303758
no change - only ID and name update	103506486	XM_008470874.1	XM_008470874.1	XP_008469096.1	Dcitr14729.1		
no change - only ID and name update	103506482	XM_008470870.1	XM_008470870.1	XP_008469092.1	Dcitr14728.1	MCOT18249.1.CO	
no change - only ID and name update	103506481	XM_008470869.1	XM_008470869.1	XP_008469091.1	Dcitr14768.1	MCOT05261.0.CC	
no change - only ID and name update	103506480	XM_008470868.1	XM_008470868.1	XP_008469090.1	Dcitr14767.1		
no change - only ID and name update	103506479	XM_008470867.1	XM_008470867.1	XP_008469089.1	Dcitr14766.1	MCOT06219.2.CC	
no change - only ID and name update	103506478	XM_008470866.1	XM_008470866.1	XP_008469088.1	Dcitr14765.1	MCOT03951.0.CO	
no change - only ID and name update	103506477	XM_008470865.1	XM_008470865.1	XP_008469087.1	Dcitr14764.1		
no change - only ID and name update	103506462	XM_008470850.1	XM_008470850.1	XP_008469072.1	Dcitr14763.2	MCOT17295.2.CT	
no change - only ID and name update	103506462	XM_008470851.1	XM_008470851.1	XP_008469073.1	Dcitr14763.1	MCOT17295.2.CT	
no change - only ID and name update	103506462	XM_008470849.1	XM_008470849.1	XP_008469071.1	Dcitr14763.3	MCOT17295.2.CT	
no change - only ID and name update	103506461	XM_008470848.1	XM_008470848.1	XP_008469070.1	Dcitr14762.1	MCOT02042.1.CO	FBpp0312506
no change - only ID and name update	103506460	XM_008470847.1	XM_008470847.1	XP_008469069.1	Dcitr14761.1	MCOT02042.2.CC	FBpp0081683
no change - only ID and name update	103506476	XM_008470864.1	XM_008470864.1	XP_008469086.1	Dcitr14760.1	MCOT17166.0.CC	
no change - only ID and name update	103506475	XM_008470862.1	XM_008470862.1	XP_008469084.1	Dcitr14759.1	MCOT13404.0.CT	
no change - only ID and name update	103506474	XM_008470861.1	XM_008470861.1	XP_008469083.1	Dcitr14758.1	MCOT14523.0.CT	FBpp0086024
no change - only ID and name update	103506473	XM_008470860.1	XM_008470860.1	XP_008469082.1	Dcitr14757.1	MCOT14386.0.CT	
no change - only ID and name update	103506471	XM_008470859.1	XM_008470859.1	XP_008469081.1	Dcitr14756.1	MCOT14386.0.CT	
no change - only ID and name update	103506458	XM_008470846.1	XM_008470846.1	XP_008469068.1	Dcitr14755.1	MCOT16379.0.CC	FBpp0289873
no change - only ID and name update	103506457	XM_008470845.1	XM_008470845.1	XP_008469067.1	Dcitr14754.1	MCOT02918.0.CT	FBpp0293470
no change - only ID and name update	103506456	XM_008470844.1	XM_008470844.1	XP_008469066.1	Dcitr14753.1	MCOT02918.0.CT	
no change - only ID and name update	103506455	XM_008470842.1	XM_008470842.1	XP_008469064.1	Dcitr14752.1	MCOT04322.0.CT	FBpp0312108
no change - only ID and name update	103506470	XM_008470858.1	XM_008470858.1	XP_008469080.1	Dcitr14751.1		
no change - only ID and name update	103506469	XM_008470857.1	XM_008470857.1	XP_008469079.1	Dcitr14750.1	MCOT20004.0.CO	
no change - only ID and name update	103506451	XM_008470840.1	XM_008470840.1	XP_008469062.1	Dcitr14749.1	MCOT07367.0.MO	
no change - only ID and name update	103506468	XM_008470856.1	XM_008470856.1	XP_008469078.1	Dcitr14748.1	MCOT04753.0.CO	
no change - only ID and name update	103506453	XM_008470841.1	XM_008470841.1	XP_008469063.1	Dcitr14747.1	MCOT12403.1.CT	
no change - only ID and name update	103506449	XM_008470839.1	XM_008470839.1	XP_008469061.1	Dcitr14746.1	MCOT21355.0.CC	
no change - only ID and name update	103506466	XM_008470855.1	XM_008470855.1	XP_008469077.1	Dcitr14745.1	MCOT22039.0.CO	
no change - only ID and name update	103506465	XM_008470854.1	XM_008470854.1	XP_008469076.1	Dcitr14744.1	MCOT22039.0.CO	
no change - only ID and name update	103506464	XM_008470853.1	XM_008470853.1	XP_008469075.1	Dcitr14743.1	MCOT22039.0.CO	
no change - only ID and name update	103506448	XM_008470838.1	XM_008470838.1	XP_008469060.1	Dcitr14742.1	MCOT22192.0.CC	FBpp0290862
no change - only ID and name update	103506447	XM_008470837.1	XM_008470837.1	XP_008469059.1	Dcitr14740.1	MCOT22396.0.CC	FBpp0300801
no change - only ID and name update	103506444	XM_008470833.1	XM_008470833.1	XP_008469055.1	Dcitr14772.1	MCOT06909.0.MM	
no change - only ID and name update	103506445	XM_008470834.1	XM_008470834.1	XP_008469056.1	Dcitr14770.1	MCOT15334.0.CC	
no change - only ID and name update	103506443	XM_008470832.1	XM_008470832.1	XP_008469054.1	Dcitr14769.1	MCOT05897.0.CC	
no change - only ID and name update	103506428	XM_008470817.1	XM_008470817.1	XP_008469039.1	Dcitr14794.1	MCOT14128.0.CC	
no change - only ID and name update	103506427	XM_008470815.1	XM_008470815.1	XP_008469037.1	Dcitr14793.1	MCOT01582.0.CC	FBpp0288799
no change - only ID and name update	103506441	XM_008470831.1	XM_008470831.1	XP_008469053.1	Dcitr14792.1	MCOT20392.2.CO	FBpp0306728
no change - only ID and name update	103506426	XM_008470814.1	XM_008470814.1	XP_008469036.1	Dcitr14791.1	MCOT13583.0.CC	FBpp0077208
no change - only ID and name update	103506440	XM_008470830.1	XM_008470830.1	XP_008469052.1	Dcitr14790.1	MCOT07285.0.MM	FBpp0291051
no change - only ID and name update	103506439	XM_008470829.1	XM_008470829.1	XP_008469051.1	Dcitr14789.1		
no change - only ID and name update	103506438	XM_008470828.1	XM_008470828.1	XP_008469050.1	Dcitr14788.1	MCOT15208.0.CO	
no change - only ID and name update	103506437	XM_008470827.1	XM_008470827.1	XP_008469049.1	Dcitr14787.1	MCOT13884.2.CC	
no change - only ID and name update	103506436	XM_008470826.1	XM_008470826.1	XP_008469048.1	Dcitr14786.1	MCOT09830.0.MM	FBpp0289145
no change - only ID and name update	103506424	XM_008470813.1	XM_008470813.1	XP_008469035.1	Dcitr14785.1	MCOT15387.0.CC	
no change - only ID and name update	103506435	XM_008470825.1	XM_008470825.1	XP_008469047.1	Dcitr14784.1	MCOT05149.3.CO	
no change - only ID and name update	103506423	XM_008470811.1	XM_008470811.1	XP_008469033.1	Dcitr14783.2	MCOT05149.1.CC	
no change - only ID and name update	103506423	XM_008470812.1	XM_008470812.1	XP_008469034.1	Dcitr14783.1	MCOT05149.1.CC	FBpp0070844
no change - only ID and name update	103506422	XM_008470809.1	XM_008470809.1	XP_008469031.1	Dcitr14782.2	MCOT05222.0.CC	
no change - only ID and name update	103506422	XM_008470810.1	XM_008470810.1	XP_008469032.1	Dcitr14782.1	MCOT05222.0.CC	
no change - only ID and name update	103506434	XM_008470823.1	XM_008470823.1	XP_008469045.1	Dcitr14781.1	MCOT14058.0.CC	
no change - only ID and name update	103506419	XM_008470805.1	XM_008470805.1	XP_008469027.1	Dcitr14780.1	MCOT01370.2.CO	
no change - only ID and name update	103506433	XM_008470822.1	XM_008470822.1	XP_008469044.1	Dcitr14779.1		
no change - only ID and name update	103506420	XM_008470806.1	XM_008470806.1	XP_008469028.1	Dcitr14778.1	MCOT03234.0.CC	
no change - only ID and name update	103506432	XM_008470821.1	XM_008470821.1	XP_008469043.1	Dcitr14777.1	MCOT15035.4.CC	
